store_id,product_id,inventory_qty
S004,P0053,194
S004,P0054,468
S004,P0055,350
S004,P0056,67
S004,P0057,79
S004,P0058,213
S004,P0059,498
S004,P0060,92
S004,P0061,95
S004,P0062,289
S004,P0063,138
S004,P0064,392
S004,P0065,451
S004,P0066,333
S004,P0067,265
S004,P0068,278
S004,P0069,347
S004,P0070,391
S004,P0071,345
S004,P0072,324
S004,P0073,433
S004,P0074,450
S004,P0075,421
S004,P0076,337
S004,P0077,476
S004,P0078,369
S004,P0079,259
S004,P0080,204
S004,P0081,85
S004,P0082,407
S004,P0083,286
S004,P0084,244
S004,P0085,129
S004,P0086,325
S004,P0087,330
S004,P0088,366
S004,P0089,341
S004,P0090,372
S004,P0091,249
S004,P0092,449
S004,P0093,199
S004,P0094,377
S004,P0095,114
S004,P0096,433
S004,P0097,342
S004,P0098,380
S004,P0099,244
S004,P0100,259
S004,P0101,436
S004,P0102,334
S004,P0103,421
S004,P0104,301
S004,P0105,361
S004,P0106,284
S004,P0107,124
S004,P0108,492
S004,P0109,204
S004,P0110,414
S004,P0111,418
S004,P0112,437
S004,P0113,416
S004,P0114,498
S004,P0115,127
S004,P0116,466
S004,P0117,110
S004,P0118,344
S004,P0119,86
S004,P0120,74
S004,P0121,249
S004,P0122,498
S004,P0123,384
S004,P0124,236
S004,P0125,287
S004,P0126,74
S004,P0127,163
S004,P0128,322
S004,P0129,358
S004,P0130,61
S004,P0131,120
S004,P0132,230
S004,P0133,310
S004,P0134,477
S004,P0135,203
S004,P0136,203
S004,P0137,473
S004,P0138,116
S004,P0139,451
S004,P0140,395
S004,P0141,135
S004,P0142,489
S004,P0143,159
S004,P0144,304
S004,P0145,223
S004,P0146,281
S004,P0147,460
S004,P0148,295
S004,P0149,60
S004,P0150,268
S004,P0151,432
S004,P0152,350
S004,P0153,395
S004,P0154,90
S004,P0155,251
S004,P0156,154
S004,P0157,359
S004,P0158,201
S004,P0159,475
S004,P0160,381
S004,P0161,99
S004,P0162,341
S004,P0163,276
S004,P0164,246
S004,P0165,297
S004,P0166,173
S004,P0167,388
S004,P0168,234
S004,P0169,216
S004,P0170,201
S004,P0171,241
S004,P0172,240
S004,P0173,232
S004,P0174,159
S004,P0175,54
S004,P0176,95
S004,P0177,369
S004,P0178,286
S004,P0179,382
S004,P0180,381
S004,P0181,244
S004,P0182,215
S004,P0183,55
S004,P0184,112
S004,P0185,125
S004,P0186,93
S004,P0187,493
S004,P0188,240
S004,P0189,267
S004,P0190,333
S004,P0191,245
S004,P0192,249
S004,P0193,121
S004,P0194,298
S004,P0195,155
S004,P0196,382
S004,P0197,425
S004,P0198,230
S004,P0199,152
S004,P0200,420
S004,P0201,126
S004,P0202,85
S004,P0203,359
S004,P0204,120
S004,P0205,336
S004,P0206,132
S004,P0207,168
S004,P0208,469
S004,P0209,62
S004,P0210,110
S004,P0211,288
S004,P0212,70
S004,P0213,97
S004,P0214,55
S004,P0215,338
S004,P0216,289
S004,P0217,400
S004,P0218,425
S004,P0219,447
S004,P0220,272
S004,P0221,320
S004,P0222,93
S004,P0223,166
S004,P0224,425
S004,P0225,306
S004,P0226,355
S004,P0227,475
S004,P0228,150
S004,P0229,352
S004,P0230,149
S004,P0231,210
S004,P0232,428
S004,P0233,117
S004,P0234,162
S004,P0235,204
S004,P0236,297
S004,P0237,56
S004,P0238,82
S004,P0239,202
S004,P0240,454
S004,P0241,295
S004,P0242,76
S004,P0243,440
S004,P0244,486
S004,P0245,258
S004,P0246,366
S004,P0247,123
S004,P0248,493
S004,P0249,335
S004,P0250,261
S004,P0251,102
S004,P0252,78
S004,P0253,306
S004,P0254,321
S004,P0255,346
S004,P0256,100
S004,P0257,175
S004,P0258,441
S004,P0259,366
S004,P0260,58
S004,P0261,194
S004,P0262,498
S004,P0263,77
S004,P0264,81
S004,P0265,475
S004,P0266,284
S004,P0267,247
S004,P0268,293
S004,P0269,385
S004,P0270,123
S004,P0271,215
S004,P0272,412
S004,P0273,199
S004,P0274,106
S004,P0275,450
S004,P0276,61
S004,P0277,135
S004,P0278,466
S004,P0279,499
S004,P0280,355
S004,P0281,324
S004,P0282,172
S004,P0283,261
S004,P0284,79
S004,P0285,401
S004,P0286,252
S004,P0287,333
S004,P0288,430
S004,P0289,327
S004,P0290,267
S004,P0291,292
S004,P0292,240
S004,P0293,406
S004,P0294,300
S004,P0295,232
S004,P0296,387
S004,P0297,73
S004,P0298,439
S004,P0299,176
S004,P0300,97
S004,P0301,191
S004,P0302,294
S004,P0303,439
S004,P0304,282
S004,P0305,444
S004,P0306,136
S004,P0307,266
S004,P0308,224
S004,P0309,67
S004,P0310,176
S004,P0311,178
S004,P0312,407
S004,P0313,209
S004,P0314,301
S004,P0315,164
S004,P0316,334
S004,P0317,242
S004,P0318,121
S004,P0319,233
S004,P0320,63
S004,P0321,321
S004,P0322,331
S004,P0323,264
S004,P0324,443
S004,P0325,211
S004,P0326,363
S004,P0327,443
S004,P0328,251
S004,P0329,168
S004,P0330,216
S004,P0331,68
S004,P0332,301
S004,P0333,260
S004,P0334,165
S004,P0335,141
S004,P0336,254
S004,P0337,418
S004,P0338,99
S004,P0339,248
S004,P0340,202
S004,P0341,311
S004,P0342,465
S004,P0343,91
S004,P0344,375
S004,P0345,458
S004,P0346,302
S004,P0347,124
S004,P0348,471
S004,P0349,267
S004,P0350,253
S004,P0351,431
S004,P0352,297
S004,P0353,395
S004,P0354,202
S004,P0355,307
S004,P0356,127
S004,P0357,246
S004,P0358,378
S004,P0359,247
S004,P0360,434
S004,P0361,427
S004,P0362,262
S004,P0363,189
S004,P0364,69
S004,P0365,392
S004,P0366,113
S004,P0367,169
S004,P0368,344
S004,P0369,285
S004,P0370,329
S004,P0371,282
S004,P0372,100
S004,P0373,273
S004,P0374,272
S004,P0375,145
S004,P0376,334
S004,P0377,380
S004,P0378,462
S004,P0379,406
S004,P0380,126
S004,P0381,326
S004,P0382,287
S004,P0383,366
S004,P0384,424
S004,P0385,268
S004,P0386,252
S004,P0387,61
S004,P0388,328
S004,P0389,237
S004,P0390,404
S004,P0391,481
S004,P0392,237
S004,P0393,413
S004,P0394,314
S004,P0395,243
S004,P0396,94
S004,P0397,104
S004,P0398,363
S004,P0399,89
S004,P0400,434
S004,P0401,190
S004,P0402,461
S004,P0403,350
S004,P0404,236
S004,P0405,312
S004,P0406,397
S004,P0407,355
S004,P0408,375
S004,P0409,176
S004,P0410,76
S004,P0411,283
S004,P0412,378
S004,P0413,469
S004,P0414,216
S004,P0415,497
S004,P0416,169
S004,P0417,183
S004,P0418,139
S004,P0419,450
S004,P0420,345
S004,P0421,301
S004,P0422,398
S004,P0423,250
S004,P0424,460
S004,P0425,51
S004,P0426,440
S004,P0427,335
S004,P0428,462
S004,P0429,490
S004,P0430,76
S004,P0431,91
S004,P0432,316
S004,P0433,225
S004,P0434,340
S004,P0435,96
S004,P0436,268
S004,P0437,351
S004,P0438,432
S004,P0439,385
S004,P0440,59
S004,P0441,175
S004,P0442,400
S004,P0443,228
S004,P0444,58
S004,P0445,435
S004,P0446,144
S004,P0447,341
S004,P0448,85
S004,P0449,72
S004,P0450,220
S004,P0451,129
S004,P0452,83
S004,P0453,62
S004,P0454,452
S004,P0455,263
S004,P0456,171
S004,P0457,67
S004,P0458,287
S004,P0459,87
S004,P0460,350
S004,P0461,65
S004,P0462,63
S004,P0463,325
S004,P0464,74
S004,P0465,338
S004,P0466,420
S004,P0467,406
S004,P0468,479
S004,P0469,415
S004,P0470,136
S004,P0471,174
S004,P0472,247
S004,P0473,487
S004,P0474,492
S004,P0475,311
S004,P0476,55
S004,P0477,207
S004,P0478,138
S004,P0479,404
S004,P0480,170
S004,P0481,347
S004,P0482,496
S004,P0483,460
S004,P0484,285
S004,P0485,497
S004,P0486,318
S004,P0487,481
S004,P0488,441
S004,P0489,244
S004,P0490,292
S004,P0491,285
S004,P0492,158
S004,P0493,391
S004,P0494,324
S004,P0495,125
S004,P0496,84
S004,P0497,378
S004,P0498,220
S004,P0499,179
S004,P0500,90
S005,P0001,91
S005,P0002,286
S005,P0003,101
S005,P0004,269
S005,P0005,422
S005,P0006,254
S005,P0007,70
S005,P0008,419
S005,P0009,260
S005,P0010,81
S005,P0011,342
S005,P0012,169
S005,P0013,202
S005,P0014,280
S005,P0015,85
S005,P0016,209
S005,P0017,455
S005,P0018,286
S005,P0019,488
S005,P0020,170
S005,P0021,148
S005,P0022,453
S005,P0023,62
S005,P0024,187
S005,P0025,444
S005,P0026,328
S005,P0027,264
S005,P0028,159
S005,P0029,99
S005,P0030,470
S005,P0031,215
S005,P0032,494
S005,P0033,287
S005,P0034,83
S005,P0035,426
S005,P0036,251
S005,P0037,176
S005,P0038,149
S005,P0039,241
S005,P0040,480
S005,P0041,378
S005,P0042,183
S005,P0043,108
S005,P0044,205
S005,P0045,335
S005,P0046,218
S005,P0047,425
S005,P0048,300
S005,P0049,491
S005,P0050,212
S005,P0051,165
S005,P0052,185
S005,P0053,445
S005,P0054,125
S005,P0055,228
S005,P0056,207
S005,P0057,456
S005,P0058,471
S005,P0059,98
S005,P0060,341
S005,P0061,495
S005,P0062,487
S005,P0063,214
S005,P0064,477
S005,P0065,465
S005,P0066,451
S005,P0067,138
S005,P0068,201
S005,P0069,411
S005,P0070,120
S005,P0071,254
S005,P0072,442
S005,P0073,296
S005,P0074,400
S005,P0075,113
S005,P0076,234
S005,P0077,403
S005,P0078,296
S005,P0079,247
S005,P0080,176
S005,P0081,363
S005,P0082,160
S005,P0083,363
S005,P0084,385
S005,P0085,337
S005,P0086,478
S005,P0087,472
S005,P0088,375
S005,P0089,462
S005,P0090,362
S005,P0091,476
S005,P0092,150
S005,P0093,498
S005,P0094,281
S005,P0095,81
S005,P0096,139
S005,P0097,192
S005,P0098,377
S005,P0099,176
S005,P0100,173
S005,P0101,478
S005,P0102,99
S005,P0103,186
S005,P0104,453
S005,P0105,320
S005,P0106,62
S005,P0107,495
S005,P0108,499
S005,P0109,68
S005,P0110,242
S005,P0111,59
S005,P0112,382
S005,P0113,445
S005,P0114,269
S005,P0115,61
S005,P0116,66
S005,P0117,358
S005,P0118,264
S005,P0119,281
S005,P0120,177
S005,P0121,451
S005,P0122,124
S005,P0123,397
S005,P0124,403
S005,P0125,137
S005,P0126,416
S005,P0127,450
S005,P0128,377
S005,P0129,73
S005,P0130,399
S005,P0131,111
S005,P0132,98
S005,P0133,145
S005,P0134,358
S005,P0135,292
S005,P0136,478
S005,P0137,434
S005,P0138,173
S005,P0139,208
S005,P0140,150
S005,P0141,213
S005,P0142,95
S005,P0143,296
S005,P0144,486
S005,P0145,457
S005,P0146,148
S005,P0147,61
S005,P0148,183
S005,P0149,400
S005,P0150,389
S005,P0151,293
S005,P0152,359
S005,P0153,144
S005,P0154,117
S005,P0155,132
S005,P0156,282
S005,P0157,151
S005,P0158,122
S005,P0159,307
S005,P0160,74
S005,P0161,122
S005,P0162,240
S005,P0163,255
S005,P0164,157
S005,P0165,481
S005,P0166,389
S005,P0167,331
S005,P0168,199
S005,P0169,323
S005,P0170,257
S005,P0171,128
S005,P0172,409
S005,P0173,374
S005,P0174,250
S005,P0175,473
S005,P0176,216
S005,P0177,444
S005,P0178,171
S005,P0179,248
S005,P0180,147
S005,P0181,458
S005,P0182,316
S005,P0183,193
S005,P0184,329
S005,P0185,242
S005,P0186,272
S005,P0187,360
S005,P0188,60
S005,P0189,283
S005,P0190,164
S005,P0191,435
S005,P0192,51
S005,P0193,428
S005,P0194,123
S005,P0195,359
S005,P0196,445
S005,P0197,307
S005,P0198,183
S005,P0199,383
S005,P0200,156
S005,P0201,487
S005,P0202,167
S005,P0203,199
S005,P0204,239
S005,P0205,311
S005,P0206,302
S005,P0207,181
S005,P0208,52
S005,P0209,60
S005,P0210,159
S005,P0211,109
S005,P0212,359
S005,P0213,441
S005,P0214,377
S005,P0215,76
S005,P0216,188
S005,P0217,459
S005,P0218,86
S005,P0219,311
S005,P0220,122
S005,P0221,351
S005,P0222,186
S005,P0223,274
S005,P0224,377
S005,P0225,262
S005,P0226,389
S005,P0227,152
S005,P0228,97
S005,P0229,349
S005,P0230,296
S005,P0231,187
S005,P0232,158
S005,P0233,338
S005,P0234,230
S005,P0235,436
S005,P0236,432
S005,P0237,67
S005,P0238,374
S005,P0239,232
S005,P0240,92
S005,P0241,316
S005,P0242,457
S005,P0243,291
S005,P0244,401
S005,P0245,473
S005,P0246,301
S005,P0247,208
S005,P0248,468
S005,P0249,146
S005,P0250,77
S005,P0251,315
S005,P0252,257
S005,P0253,260
S005,P0254,53
S005,P0255,301
S005,P0256,293
S005,P0257,454
S005,P0258,458
S005,P0259,260
S005,P0260,431
S005,P0261,86
S005,P0262,429
S005,P0263,130
S005,P0264,101
S005,P0265,307
S005,P0266,259
S005,P0267,387
S005,P0268,234
S005,P0269,78
S005,P0270,261
S005,P0271,389
S005,P0272,331
S005,P0273,409
S005,P0274,380
S005,P0275,475
S005,P0276,268
S005,P0277,385
S005,P0278,224
S005,P0279,231
S005,P0280,376
S005,P0281,87
S005,P0282,447
S005,P0283,223
S005,P0284,84
S005,P0285,430
S005,P0286,138
S005,P0287,84
S005,P0288,401
S005,P0289,319
S005,P0290,147
S005,P0291,403
S005,P0292,424
S005,P0293,258
S005,P0294,134
S005,P0295,95
S005,P0296,300
S005,P0297,415
S005,P0298,207
S005,P0299,373
S005,P0300,153
S005,P0301,433
S005,P0302,226
S005,P0303,302
S005,P0304,356
S005,P0305,110
S005,P0306,344
S005,P0307,349
S005,P0308,352
S005,P0309,448
S005,P0310,479
S005,P0311,421
S005,P0312,103
S005,P0313,299
S005,P0314,287
S005,P0315,130
S005,P0316,493
S005,P0317,278
S005,P0318,468
S005,P0319,263
S005,P0320,237
S005,P0321,292
S005,P0322,109
S005,P0323,125
S005,P0324,114
S005,P0325,303
S005,P0326,299
S005,P0327,335
S005,P0328,357
S005,P0329,99
S005,P0330,336
S005,P0331,72
S005,P0332,98
S005,P0333,340
S005,P0334,136
S005,P0335,242
S005,P0336,377
S005,P0337,182
S005,P0338,227
S005,P0339,442
S005,P0340,94
S005,P0341,227
S005,P0342,313
S005,P0343,362
S005,P0344,354
S005,P0345,59
S005,P0346,300
S005,P0347,211
S005,P0348,287
S005,P0349,392
S005,P0350,233
S005,P0351,339
S005,P0352,123
S005,P0353,187
S005,P0354,99
S005,P0355,470
S005,P0356,411
S005,P0357,68
S005,P0358,420
S005,P0359,51
S005,P0360,64
S005,P0361,480
S005,P0362,489
S005,P0363,169
S005,P0364,467
S005,P0365,81
S005,P0366,79
S005,P0367,430
S005,P0368,242
S005,P0369,187
S005,P0370,91
S005,P0371,207
S005,P0372,92
S005,P0373,52
S005,P0374,94
S005,P0375,491
S005,P0376,446
S005,P0377,288
S005,P0378,477
S005,P0379,458
S005,P0380,417
S005,P0381,347
S005,P0382,375
S005,P0383,434
S005,P0384,241
S005,P0385,400
S005,P0386,207
S005,P0387,148
S005,P0388,280
S005,P0389,283
S005,P0390,428
S005,P0391,83
S005,P0392,330
S005,P0393,87
S005,P0394,212
S005,P0395,223
S005,P0396,486
S005,P0397,373
S005,P0398,438
S005,P0399,104
S005,P0400,235
S005,P0401,125
S005,P0402,94
S005,P0403,127
S005,P0404,302
S005,P0405,327
S005,P0406,325
S005,P0407,136
S005,P0408,206
S005,P0409,114
S005,P0410,464
S005,P0411,160
S005,P0412,440
S005,P0413,479
S005,P0414,490
S005,P0415,52
S005,P0416,155
S005,P0417,400
S005,P0418,82
S005,P0419,267
S005,P0420,324
S005,P0421,89
S005,P0422,120
S005,P0423,159
S005,P0424,341
S005,P0425,218
S005,P0426,377
S005,P0427,362
S005,P0428,118
S005,P0429,479
S005,P0430,88
S005,P0431,196
S005,P0432,76
S005,P0433,323
S005,P0434,318
S005,P0435,462
S005,P0436,477
S005,P0437,100
S005,P0438,229
S005,P0439,154
S005,P0440,439
S005,P0441,434
S005,P0442,163
S005,P0443,176
S005,P0444,321
S005,P0445,202
S005,P0446,173
S005,P0447,51
S005,P0448,486
S005,P0449,278
S005,P0450,337
S005,P0451,499
S005,P0452,288
S005,P0453,243
S005,P0454,148
S005,P0455,113
S005,P0456,236
S005,P0457,169
S005,P0458,111
S005,P0459,245
S005,P0460,257
S005,P0461,280
S005,P0462,250
S005,P0463,166
S005,P0464,293
S005,P0465,340
S005,P0466,343
S005,P0467,424
S005,P0468,383
S005,P0469,481
S005,P0470,166
S005,P0471,404
S005,P0472,87
S005,P0473,161
S005,P0474,405
S005,P0475,59
S005,P0476,308
S005,P0477,235
S005,P0478,160
S005,P0479,164
S005,P0480,207
S005,P0481,399
S005,P0482,395
S005,P0483,224
S005,P0484,239
S005,P0485,329
S005,P0486,251
S005,P0487,121
S005,P0488,251
S005,P0489,412
S005,P0490,427
S005,P0491,432
S005,P0492,121
S005,P0493,88
S005,P0494,479
S005,P0495,390
S005,P0496,360
S005,P0497,411
S005,P0498,111
S005,P0499,231
S005,P0500,80
S006,P0001,344
S006,P0002,500
S006,P0003,365
S006,P0004,409
S006,P0005,155
S006,P0006,377
S006,P0007,64
S006,P0008,186
S006,P0009,66
S006,P0010,393
S006,P0011,360
S006,P0012,423
S006,P0013,183
S006,P0014,130
S006,P0015,174
S006,P0016,343
S006,P0017,59
S006,P0018,89
S006,P0019,119
S006,P0020,244
S006,P0021,228
S006,P0022,285
S006,P0023,266
S006,P0024,459
S006,P0025,127
S006,P0026,398
S006,P0027,409
S006,P0028,137
S006,P0029,221
S006,P0030,279
S006,P0031,309
S006,P0032,260
S006,P0033,157
S006,P0034,457
S006,P0035,121
S006,P0036,212
S006,P0037,354
S006,P0038,71
S006,P0039,310
S006,P0040,499
S006,P0041,422
S006,P0042,178
S006,P0043,474
S006,P0044,181
S006,P0045,136
S006,P0046,427
S006,P0047,292
S006,P0048,446
S006,P0049,482
S006,P0050,404
S006,P0051,135
S006,P0052,55
S006,P0053,348
S006,P0054,135
S006,P0055,269
S006,P0056,72
S006,P0057,435
S006,P0058,339
S006,P0059,279
S006,P0060,293
S006,P0061,151
S006,P0062,432
S006,P0063,255
S006,P0064,135
S006,P0065,294
S006,P0066,359
S006,P0067,448
S006,P0068,164
S006,P0069,268
S006,P0070,434
S006,P0071,437
S006,P0072,207
S006,P0073,214
S006,P0074,453
S006,P0075,292
S006,P0076,342
S006,P0077,168
S006,P0078,217
S006,P0079,275
S006,P0080,319
S006,P0081,202
S006,P0082,268
S006,P0083,58
S006,P0084,273
S006,P0085,434
S006,P0086,323
S006,P0087,137
S006,P0088,208
S006,P0089,96
S006,P0090,149
S006,P0091,290
S006,P0092,493
S006,P0093,181
S006,P0094,311
S006,P0095,490
S006,P0096,376
S006,P0097,71
S006,P0098,68
S006,P0099,257
S006,P0100,74
S006,P0101,383
S006,P0102,491
S006,P0103,354
S006,P0104,440
S006,P0105,205
S006,P0106,319
S006,P0107,381
S006,P0108,194
S006,P0109,345
S006,P0110,369
S006,P0111,303
S006,P0112,271
S006,P0113,324
S006,P0114,353
S006,P0115,339
S006,P0116,298
S006,P0117,364
S006,P0118,469
S006,P0119,330
S006,P0120,483
S006,P0121,381
S006,P0122,353
S006,P0123,237
S006,P0124,197
S006,P0125,152
S006,P0126,241
S006,P0127,288
S006,P0128,195
S006,P0129,225
S006,P0130,183
S006,P0131,357
S006,P0132,488
S006,P0133,250
S006,P0134,440
S006,P0135,471
S006,P0136,104
S006,P0137,294
S006,P0138,322
S006,P0139,73
S006,P0140,441
S006,P0141,376
S006,P0142,305
S006,P0143,256
S006,P0144,454
S006,P0145,405
S006,P0146,393
S006,P0147,285
S006,P0148,176
S006,P0149,157
S006,P0150,264
S006,P0151,58
S006,P0152,478
S006,P0153,413
S006,P0154,59
S006,P0155,459
S006,P0156,344
S006,P0157,259
S006,P0158,177
S006,P0159,132
S006,P0160,374
S006,P0161,76
S006,P0162,282
S006,P0163,194
S006,P0164,119
S006,P0165,59
S006,P0166,444
S006,P0167,133
S006,P0168,164
S006,P0169,215
S006,P0170,345
S006,P0171,126
S006,P0172,309
S006,P0173,144
S006,P0174,269
S006,P0175,93
S006,P0176,269
S006,P0177,343
S006,P0178,91
S006,P0179,79
S006,P0180,83
S006,P0181,226
S006,P0182,355
S006,P0183,365
S006,P0184,216
S006,P0185,180
S006,P0186,357
S006,P0187,333
S006,P0188,169
S006,P0189,470
S006,P0190,192
S006,P0191,294
S006,P0192,290
S006,P0193,479
S006,P0194,194
S006,P0195,175
S006,P0196,420
S006,P0197,115
S006,P0198,83
S006,P0199,52
S006,P0200,324
S006,P0201,251
S006,P0202,463
S006,P0203,309
S006,P0204,332
S006,P0205,160
S006,P0206,461
S006,P0207,110
S006,P0208,411
S006,P0209,305
S006,P0210,173
S006,P0211,119
S006,P0212,495
S006,P0213,442
S006,P0214,328
S006,P0215,158
S006,P0216,325
S006,P0217,334
S006,P0218,320
S006,P0219,203
S006,P0220,169
S006,P0221,109
S006,P0222,469
S006,P0223,108
S006,P0224,52
S006,P0225,169
S006,P0226,50
S006,P0227,129
S006,P0228,444
S006,P0229,192
S006,P0230,319
S006,P0231,332
S006,P0232,479
S006,P0233,226
S006,P0234,418
S006,P0235,461
S006,P0236,475
S006,P0237,85
S006,P0238,308
S006,P0239,299
S006,P0240,214
S006,P0241,464
S006,P0242,330
S006,P0243,143
S006,P0244,99
S006,P0245,432
S006,P0246,242
S006,P0247,83
S006,P0248,444
S006,P0249,152
S006,P0250,454
S006,P0251,495
S006,P0252,112
S006,P0253,106
S006,P0254,282
S006,P0255,322
S006,P0256,190
S006,P0257,238
S006,P0258,113
S006,P0259,84
S006,P0260,335
S006,P0261,200
S006,P0262,425
S006,P0263,251
S006,P0264,173
S006,P0265,109
S006,P0266,304
S006,P0267,470
S006,P0268,370
S006,P0269,208
S006,P0270,274
S006,P0271,70
S006,P0272,282
S006,P0273,460
S006,P0274,216
S006,P0275,280
S006,P0276,85
S006,P0277,198
S006,P0278,167
S006,P0279,405
S006,P0280,339
S006,P0281,489
S006,P0282,300
S006,P0283,69
S006,P0284,269
S006,P0285,383
S006,P0286,65
S006,P0287,93
S006,P0288,469
S006,P0289,179
S006,P0290,284
S006,P0291,101
S006,P0292,396
S006,P0293,420
S006,P0294,198
S006,P0295,264
S006,P0296,298
S006,P0297,196
S006,P0298,79
S006,P0299,431
S006,P0300,359
S006,P0301,251
S006,P0302,446
S006,P0303,64
S006,P0304,373
S006,P0305,241
S006,P0306,496
S006,P0307,318
S006,P0308,389
S006,P0309,250
S006,P0310,375
S006,P0311,359
S006,P0312,414
S006,P0313,416
S006,P0314,187
S006,P0315,492
S006,P0316,400
S006,P0317,420
S006,P0318,127
S006,P0319,499
S006,P0320,249
S006,P0321,231
S006,P0322,304
S006,P0323,335
S006,P0324,439
S006,P0325,455
S006,P0326,311
S006,P0327,173
S006,P0328,95
S006,P0329,141
S006,P0330,65
S006,P0331,405
S006,P0332,316
S006,P0333,162
S006,P0334,82
S006,P0335,146
S006,P0336,55
S006,P0337,289
S006,P0338,365
S006,P0339,251
S006,P0340,361
S006,P0341,250
S006,P0342,367
S006,P0343,155
S006,P0344,409
S006,P0345,104
S006,P0346,77
S006,P0347,147
S006,P0348,412
S006,P0349,229
S006,P0350,347
S006,P0351,458
S006,P0352,193
S006,P0353,157
S006,P0354,458
S006,P0355,330
S006,P0356,242
S006,P0357,79
S006,P0358,348
S006,P0359,494
S006,P0360,317
S006,P0361,100
S006,P0362,232
S006,P0363,323
S006,P0364,255
S006,P0365,489
S006,P0366,446
S006,P0367,287
S006,P0368,463
S006,P0369,121
S006,P0370,424
S006,P0371,284
S006,P0372,461
S006,P0373,339
S006,P0374,302
S006,P0375,101
S006,P0376,311
S006,P0377,166
S006,P0378,287
S006,P0379,334
S006,P0380,51
S006,P0381,171
S006,P0382,419
S006,P0383,105
S006,P0384,485
S006,P0385,499
S006,P0386,113
S006,P0387,83
S006,P0388,257
S006,P0389,314
S006,P0390,454
S006,P0391,104
S006,P0392,500
S006,P0393,112
S006,P0394,441
S006,P0395,368
S006,P0396,83
S006,P0397,230
S006,P0398,314
S006,P0399,174
S006,P0400,471
S006,P0401,347
S006,P0402,497
S006,P0403,236
S006,P0404,437
S006,P0405,237
S006,P0406,204
S006,P0407,362
S006,P0408,437
S006,P0409,497
S006,P0410,412
S006,P0411,320
S006,P0412,385
S006,P0413,242
S006,P0414,128
S006,P0415,248
S006,P0416,87
S006,P0417,167
S006,P0418,218
S006,P0419,349
S006,P0420,495
S006,P0421,493
S006,P0422,231
S006,P0423,82
S006,P0424,396
S006,P0425,169
S006,P0426,366
S006,P0427,304
S006,P0428,421
S006,P0429,410
S006,P0430,330
S006,P0431,103
S006,P0432,274
S006,P0433,141
S006,P0434,483
S006,P0435,114
S006,P0436,363
S006,P0437,309
S006,P0438,204
S006,P0439,404
S006,P0440,299
S006,P0441,258
S006,P0442,477
S006,P0443,293
S006,P0444,387
S006,P0445,414
S006,P0446,209
S006,P0447,433
S006,P0448,481
S006,P0449,301
S006,P0450,447
S006,P0451,347
S006,P0452,139
S006,P0453,192
S006,P0454,70
S006,P0455,477
S006,P0456,302
S006,P0457,146
S006,P0458,403
S006,P0459,334
S006,P0460,59
S006,P0461,188
S006,P0462,262
S006,P0463,483
S006,P0464,285
S006,P0465,479
S006,P0466,359
S006,P0467,280
S006,P0468,394
S006,P0469,121
S006,P0470,426
S006,P0471,319
S006,P0472,166
S006,P0473,469
S006,P0474,162
S006,P0475,403
S006,P0476,227
S006,P0477,93
S006,P0478,367
S006,P0479,137
S006,P0480,394
S006,P0481,226
S006,P0482,309
S006,P0483,229
S006,P0484,310
S006,P0485,83
S006,P0486,274
S006,P0487,365
S006,P0488,350
S006,P0489,138
S006,P0490,59
S006,P0491,71
S006,P0492,330
S006,P0493,144
S006,P0494,478
S006,P0495,488
S006,P0496,72
S006,P0497,282
S006,P0498,248
S006,P0499,457
S006,P0500,54
S007,P0001,114
S007,P0002,59
S007,P0003,371
S007,P0004,89
S007,P0005,445
S007,P0006,453
S007,P0007,132
S007,P0008,485
S007,P0009,292
S007,P0010,213
S007,P0011,202
S007,P0012,330
S007,P0013,69
S007,P0014,324
S007,P0015,285
S007,P0016,125
S007,P0017,208
S007,P0018,379
S007,P0019,485
S007,P0020,64
S007,P0021,371
S007,P0022,371
S007,P0023,491
S007,P0024,479
S007,P0025,115
S007,P0026,287
S007,P0027,170
S007,P0028,220
S007,P0029,157
S007,P0030,83
S007,P0031,399
S007,P0032,422
S007,P0033,347
S007,P0034,103
S007,P0035,116
S007,P0036,404
S007,P0037,275
S007,P0038,318
S007,P0039,156
S007,P0040,478
S007,P0041,290
S007,P0042,268
S007,P0043,284
S007,P0044,118
S007,P0045,91
S007,P0046,226
S007,P0047,213
S007,P0048,463
S007,P0049,305
S007,P0050,64
S007,P0051,385
S007,P0052,275
S007,P0053,308
S007,P0054,413
S007,P0055,284
S007,P0056,396
S007,P0057,482
S007,P0058,210
S007,P0059,215
S007,P0060,297
S007,P0061,427
S007,P0062,292
S007,P0063,185
S007,P0064,406
S007,P0065,260
S007,P0066,143
S007,P0067,490
S007,P0068,194
S007,P0069,477
S007,P0070,74
S007,P0071,258
S007,P0072,354
S007,P0073,113
S007,P0074,496
S007,P0075,204
S007,P0076,449
S007,P0077,181
S007,P0078,428
S007,P0079,64
S007,P0080,220
S007,P0081,193
S007,P0082,305
S007,P0083,328
S007,P0084,99
S007,P0085,435
S007,P0086,442
S007,P0087,247
S007,P0088,75
S007,P0089,332
S007,P0090,500
S007,P0091,59
S007,P0092,378
S007,P0093,323
S007,P0094,344
S007,P0095,250
S007,P0096,234
S007,P0097,413
S007,P0098,311
S007,P0099,278
S007,P0100,165
S007,P0101,310
S007,P0102,485
S007,P0103,332
S007,P0104,56
S007,P0105,462
